,기업명,구성품,장비 모델명,장치명,모델명,사양,수량,제조사,제조국,표준 가격(원)
336,(주)성진시스템,센 서 류 2,SJ-SMFAR-08(원예),습도센서,SJ-DHT22,0~100%,2,OEM,,"440,000원"
337,(주)성진시스템,센 서 류 3,SJ-SMFAR-08(원예),우적센서,SJ-RAIN,빗물감지,2,OEM,,"600,000원"
338,(주)성진시스템,센 서 류 4,SJ-SMFAR-08(원예),암모니아센서,SJ-AIR-NH3,5～500ppm NH3,2,OEM,,"600,000원"
339,(주)성진시스템,센 서 류 5,SJ-SMFAR-08(원예),미세먼지센서,SJ-AIR-DUST,2.5um,2,OEM,,"600,000원"
340,(주)성진시스템,구 동 기 1,SJ-SMFAR-08(원예),8포트컨트롤러,SJ-SMFARM-08,8port,4,성진시스템,대한민국,"4,000,000원"
341,(주)성진시스템,S / W 1,SJ-SMFAR-08(원예),축산 관리자,SJ스마트팜,PC 및 모바일,1,성진시스템,대한민국,"1,500,000원"
342,(주)에스이디,센 서 류 1,SED-SF-A1000,온습도센서,SED-SF-TH01,Temp: -40~125°C  / ±0.3℃ Humi:0~100%RH / ±3.0%RH,3,(주)에스이디,대한민국,"600,000원"
343,(주)에스이디,구 동 기 1,SED-SF-A1000,복합환경제어통합콘트롤러,SED-SF-A1000,"Ethernet, RS485, AC220V/ DC24V, 25CH릴레이모듈, DC24V, 자동제어알고리즘탑재, 통신네트워크",1,(주)에스이디,대한민국,"7,500,000원"
344,(주)에스이디,통 신 장 치 1,SED-SF-A1000,센서노드,SED-SF-SN01,"RS232/RS485/ADC/PWM 6CH/입DC5V/출DC5V,3.3V",3,(주)에스이디,대한민국,"1,200,000원"
345,(주)에스이디,S / W 1,SED-SF-A1000,어플리케이션,SED팜고급형,스마트폰,1,(주)에스이디,대한민국,"3,700,000원"
346,주식회사 엔스텝,센 서 류 1,NSFM-0832,온습도 센서,NS-SN-001T,"-20~80℃, 0~100%",2,엔스텝(주),대한민국,"400,000원"
347,주식회사 엔스텝,센 서 류 2,NSFM-0832,CO2센서,NS-SN-002E,400~5000ppm,1,엔스텝(주),대한민국,"200,000원"
348,주식회사 엔스텝,구 동 기 1,NSFM-0832,제어장치,NSFM-0832,8채널기본,1,엔스텝(주),대한민국,"5,500,000원"
349,그린랩스,센 서 류 1,GLP-100,온습도센서,HTG3535,측정범위 -40℃~+110℃,2,TE Connectivity,수입,"200,000원"
350,그린랩스,센 서 류 2,GLP-100,CO2센서,KCD-HP100,"측정범위 0~2,000ppm",2,코리아디지탈,한국,"450,000원"
351,그린랩스,센 서 류 3,GLP-100,CO2센서,STHC-250,"측정범위 0~3,000ppm",1,시스트로닉스,수입,"700,000원"
352,그린랩스,센 서 류 4,GLP-100,일사센서,WSR-7500+,"0~1,200 W/㎡",1,코리아디지탈,한국,"450,000원"
353,그린랩스,센 서 류 5,GLP-100,강우센서,DRC-3000,3면 감지,1,태성기전,한국,"250,000원"
354,그린랩스,구 동 기 1,GLP-100,독립제어기,Raspberry Pi 4,1.5GHz 64-bit quad-core processor,1,RASPBERRY PI,수입,"56,000원"
355,그린랩스,구 동 기 2,GLP-100,전자릴레이,SZH-RLBG-009,FR-4 circuit board design,1,SMG,수입,"27,900원"
356,그린랩스,통 신 장 치 1,GLP-100,통신모듈,YUL262RTX,협대역 다채널,1,라디오리써치,한국,"38,900원"
357,그린랩스,S / W 1,GLP-100,팜랩스 3.1 스마트팜,복합환경제어프그램탑재,복합환경제어프그램탑재,1,그린랩스,한국,"5,000,000원"
358,(주)에스이디,센 서 류 1,SED스마트팜,온습도센서,SED-SF-TH01,Temp: -40~125°C  / ±0.3℃ Humi:0~100%RH / ±3.0%RH,1,(주)에스이디,대한민국,"200,000원"
359,(주)에스이디,구 동 기 1,SED스마트팜,제어노드,SED-SF-CT01,"25CH릴레이모듈, DC24V",1,㈜에스이디,대한민국,"800,000원"
360,(주)에스이디,통 신 장 치 1,SED스마트팜,스마트팜원격통신제어기,SED-SF-A1000,"Ethernet, RS485, AC220V/ DC24V",1,㈜에스이디,대한민국,"2,000,000원"
361,(주)에스이디,통 신 장 치 2,SED스마트팜,센서노드,SED-SF-SN01,"RS232/RS485/ADC/PWM 6CH/입DC5V/출DC5V,3.3V",1,㈜에스이디,대한민국,"400,000원"
362,(주)에스이디,S / W 1,SED스마트팜,어플리케이션,SED팜,스마트폰,1,㈜에스이디,대한민국,"1,000,000원"
363,(주)코리아에너시스,센 서 류 1,NGP-109,온습도센서(센서하우징포함),THD-R-T,측정범위 : -20.0 ~ 60 ℃,2,오토닉스,대한민국,"129,000원"
364,(주)코리아에너시스,센 서 류 2,NGP-109,CO2센서,KCD-HP100,0~3000ppm,1,코리아디지탈,대한민국,"800,000원"
365,(주)코리아에너시스,통 신 장 치 1,NGP-109,이더넷통신모듈,XBL-EMTA,10/100BASE-TX,1,LS산전,대한민국,"293,000원"
366,(주)코리아에너시스,통 신 장 치 2,NGP-109,디지털통신모듈,WP8028ADAM,8DI/8DO,2,WELLPRO,중국,"90,000원"
367,(주)코리아에너시스,통 신 장 치 3,NGP-109,PLC,XEC-DR32H,"RS-232C, 485",1,LS산전,대한민국,"338,000원"
368,(주)코리아에너시스,통 신 장 치 4,NGP-109,터치스크린,ATS-M1000DA07W,"7인치 터치 디스플레이,",1,AutoBase,대한민국,"500,000원"
369,(주)코리아에너시스,S / W 1,NGP-109,온습도제어프로그램,SCADA CE,10.3.3.14,1,AutoBase,대한민국,"300,000원"
370,주식회사 이원온실산업,센 서 류 1,ewonia3000,멀티센서,Vantage Pro2,풍향/풍속/일사,3,Davis,,원
371,주식회사 이원온실산업,센 서 류 2,ewonia3000,강우,DRC-3000,3접점방식,3,우성테크,,원
372,주식회사 이원온실산업,센 서 류 3,ewonia3000,온도/습도,MVH3000D,,3,MVH3000D,,원
373,주식회사 이원온실산업,센 서 류 4,ewonia3000,CO2,COZIR-AH5000,,3,에코나래,,원
374,주식회사 이원온실산업,통 신 장 치 1,ewonia3000,모뎀,RIC-2100SK,3G 통신모뎀,3,(주)RIC,,원
375,메를로랩,통 신 장 치 1,스마트RGB전구,스마트RGB전구FB700HS-KFPW3057,FB7008HS-KNPW3057,7.0W,1,메를로랩,한국,"100,000원"
376,메를로랩,S / W 1,스마트RGB전구,Merlot Lighting,Lighting App,안드로이드/IOS,1,메를로랩,한국,0원
377,메를로랩,통 신 장 치 1,스마트2Color전구,스마트2Color전구,FB8008HS-KNPW3057,7.5W,1,메를로랩,한국,"80,000원"
378,메를로랩,S / W 1,스마트2Color전구,Merlot Lighting,Lighting App,안드로이드/IOS,1,메를로랩,한국,0원
379,메를로랩,통 신 장 치 1,스마트RGB투광등,스마트 RGB투광등,FF3030ML-KFPW1010,30W,1,메를로랩,한국,"160,000원"
380,메를로랩,S / W 1,스마트RGB투광등,Merlot Lighting,Lighting App,안드로이드/IOS,1,메를로랩,한국,0원
381,메를로랩,통 신 장 치 1,IotDC공장등,Iot DC 공장등,FH4150ML-KNDW5700,150W,1,메를로랩,한국,"330,000원"
382,메를로랩,S / W 1,IotDC공장등,merlot GRID,GRID,안드로이드,1,메를로랩,한국,0원
383,아이오크롭스(주),센 서 류 1,팜인원,배지무게,weight,50kg,1,카스,대한민국,"800,000원"
384,아이오크롭스(주),센 서 류 2,팜인원,토양수분센서,soil,teros12,1,meter group,미국,"800,000원"
385,아이오크롭스(주),센 서 류 3,팜인원,온습도광,clima,BGT,1,BGT,중국,"600,000원"
386,(주)유비엔,센 서 류 1,팜링크,온습도센서,(U-SN-W),Wireless Sensor Node 무선센서 노드(전원 : AA건전지x4) 센서부 백엽상 구조 온도 범위 : -20 ~ 80℃(±0.3℃) 습도 범위 : 0 ~ 100%(±2%),1,(주)유비엔,대한민국,"550,000원"
387,(주)유비엔,구 동 기 1,팜링크,엑츄에이터,U-ACT-W-8CH),수동/개별 제어 기능 내장  무선 주파수 : 447.9MHz  무선통신범위 : 1km 이상  KC인증(데이터전송용 무선기기),1,(주)유비엔,대한민국,"2,200,000원"
388,(주)유비엔,통 신 장 치 1,팜링크,네트워크 컨트롤러,(U-NWC-W-7S),무선 주파수 : 447.9MHz  무선통신범위 : 1km 이상  KC인증(데이터전송용 무선기기)  Stainless Case,1,(주)유비엔,대한민국,"3,300,000원"
389,(주)유비엔,S / W 1,팜링크,팜링크 온실관리 솔루션,(U-AW-M),FarmLink 자동화 솔루션  전체/개별 제어 자동화 프로그램  동별/구역별 제어 자동화 프로그램,1,(주)유비엔,대한민국,"1,100,000원"
390,제이에이(JA)테크,센 서 류 1,TSC-3000,온습도센서,CNT-TM100,측정범위 : -20 ~ 100 ℃,1,코노텍,국산,"150,000원"
391,제이에이(JA)테크,센 서 류 2,TSC-3000,강우센서,HTL-301,가열온도 -20~+60,1,해밀기연,국산,"200,000원"
392,제이에이(JA)테크,센 서 류 3,TSC-3000,풍향풍속계,MCT-TX350B,풍속:0 ~ 70.0 [㎧],1,엠씨테크,국산,"2,800,000원"
393,제이에이(JA)테크,센 서 류 4,TSC-3000,CO2,SH-VT250,측정범위0~10000ppm,1,소하테크,국산,"600,000원"
394,제이에이(JA)테크,구 동 기 1,TSC-3000,통합제어기,TSC-3000,,1,제이에이테크,국산,"18,000,000원"
395,제이에이(JA)테크,통 신 장 치 1,TSC-3000,공유기,T-5004,,1,IPTIMER,국산,"50,000원"
396,(주)다함,센 서 류 1,다함팜,외부센서노드,DF-EXT-NO1,"온/습도,풍속/풍향,일사량,감우",1,(주)다함,한국,"2,070,000원"
397,(주)다함,센 서 류 2,다함팜,내부센서노드,DF-INT-NO1,"온/습도,일사량,CO2,토양",1,(주)다함,한국,"2,340,000원"
398,(주)다함,구 동 기 1,다함팜,통합환경제어기,다함팜(DAHAMFARM),"터치PC, PLC Based Controller,써지보호기 적용,회로보호기 적용,수동/원격제어",1,(주)다함,한국,"17,240,000원"
399,(주)다함,구 동 기 2,다함팜,관제용PC,삼성데스크탑5 DM500T9Z-AD7A-CPW5,"10세대 I7-9700, 16GB, SSD 512GB, WIN10 PRO, HDD 1TB",1,삼성,한국,"1,808,950원"
400,(주)다함,구 동 기 3,다함팜,LED모니터(관제PC용),,27인치 해상도 1920 * 1080,1,삼성,한국,"316,250원"
401,(주)다함,구 동 기 4,다함팜,프린터,"삼성레이저컬러프린터, SL-C513W","컬러,무선, 64Mb",1,삼성,한국,"299,000원"
402,(주)다함,구 동 기 5,다함팜,UPS,SMC-3000I,3KVA,1,APC,외국,"1,713,500원"
403,(주)다함,구 동 기 6,다함팜,IP카메라,DS-2CD1021-1,"2메가픽셀 IP네트워크(POE) 적외선카메라,6mm 고정렌즈, IR 30M, IP67",2,HIKVISION,외국,"203,400원"
404,(주)다함,구 동 기 7,다함팜,IP카메라2-PTZ돔회전형,DS-2DE4225IW-DE,2메가픽셀 IP네트워크(POE) 적외선돔카메라,1,HIKVISION,외국,"1,380,000원"
405,(주)다함,구 동 기 8,다함팜,NVR녹화기,DS-7608NI-K2/8P,"8채널 네트워크IP NVR, 6TB HDD, HDMI AND VGA",1,HIKVISION,외국,"653,200원"
406,(주)다함,구 동 기 9,다함팜,LED모니터(CCTV용),,"27인치 LED, 1920*1080, 16:9",1,삼성,한국,"276,000원"
407,(주)다함,통 신 장 치 1,다함팜,IP공유기,IP-TIME A2004NS-MU,AC1200 유무선/Dual Band(5Ghz 2tX-2Rx 867Mbps+2.4Ghz 2Tx-2Rx 300Mbps),1,ipTIME,외국,"74,750원"
408,(주)다함,통 신 장 치 2,다함팜,허브,IP-TIME 8-PORT,8-PORT,1,ipTIME,외국,"51,750원"
409,(주)다함,통 신 장 치 3,다함팜,스위칭허브(POE),IPTIME POE800,"8PORT, PoE,FULL DUPLEX 2000Mbps, 96W",2,ipTIME,외국,"430,000원"
410,(주)다함,S / W 1,다함팜,온실통합환경제어 운영SW,DAHAMFARM,"PC,모바일 제공",1,(주)다함,한국,"9,500,000원"
411,(주)이레아이에스,센 서 류 1,RMFarm,배지수분측정,IRE_HW_RM001,"10g~40kg,5cc/bucket",1,이레아이에스,대한민국,"7,500,000원"
412,코리아데이타코퍼레이션(주),구 동 기 1,ASCU-150,냉방기,ASCU-150,ASCU-40000,1,(주)에어텍,대한민국,"10,000,000원"
413,주식회사 솔레노이드시스템,센 서 류 1,MAC-IT,토양수분센서,ZGCJ,0~100%,1,ZGCJ,중국,"300,000원"
414,주식회사 솔레노이드시스템,통 신 장 치 1,MAC-IT,USBTORS485,DM792,,1,,중국,"25,000원"
415,주식회사 솔레노이드시스템,S / W 1,MAC-IT,관비시스템프로그램,,,1,,,"300,000원"
416,주식회사 솔레노이드시스템,센 서 류 1,SNSV6-TOUCH-IT,EC센서,SNSEC,0~5ms,1,솔레노이드시스템,대한민국,"150,000원"
417,주식회사 솔레노이드시스템,구 동 기 1,SNSV6-TOUCH-IT,pH센서,PSP1020CD,0~14pH,1,RHSYSTEM,미국,"150,000원"
418,주식회사 솔레노이드시스템,통 신 장 치 1,SNSV6-TOUCH-IT,USBTORS485,DM792,,1,,중국,"25,000원"
419,주식회사 솔레노이드시스템,S / W 1,SNSV6-TOUCH-IT,양액재배소프트웨어,PLC용,,1,,,"300,000원"
420,인프로,구 동 기 1,IPR-IF-T03,환풍기컨트롤러,인버터컨트롤러,IPR-IF-T03,1,(주)인프로,대한민국,"4,950,000원"
421,인프로,S / W 1,IPR-IF-T03,제어/현황모니터링,우리농장,제어/현황모니터링,1,(주)인프로,대한민국,"3,300,000원"
422,(주)텔레비트,센 서 류 1,MN-40,온도센서,SNS#T502F,측정범위 : -40 ~ 120 ℃,1,센서랜드,대한민국,"55,000원"
423,(주)텔레비트,통 신 장 치 1,MN-40,RF 모듈,TB-RF525,447Mhz,1,(주)텔레비트,대한민국,"55,000원"
424,(주)텔레비트,통 신 장 치 2,MN-40,모뎀(전화기),KH1200,3G,1,LG전자,대한민국,"110,000원"
425,(주)텔레비트,S / W 1,MN-40,제어보드,TB-MN40,보감지 및 수집 알람 전송,1,(주)텔레비트,대한민국,"770,000원"
426,데키스트,센 서 류 1,RN400-T2GS,WiFi 가스센서,RN400-T2GS,암모니아 100ppm,1,데키스트,대한민국,"5,000,000원"
427,데키스트,센 서 류 2,RN400-T2GS,WiFi 온습도센서,RN400-H2PS,"온도,습도",1,데키스트,대한민국,"1,000,000원"
428,데키스트,센 서 류 3,RN400-T2GS,WiFi 미세먼지 및 tVOC센서,RN400-T2PM,미세먼지 및 tVOC,1,데키스트,대한민국,"3,000,000원"
429,데키스트,센 서 류 4,RN400-T2GS,휴대용측정기,UA54,암모니아 100ppm,1,데키스트,대한민국,"1,000,000원"
430,데키스트,S / W 1,RN400-T2GS,클라우드형 모니터링 S/W,Tapaculo365,클라우드 기반,1,데키스트,대한민국,0원
431,데키스트,센 서 류 1,RN400-H2PS,WiFi 온습도센서,RN400-H2PS,"온도,습도",1,데키스트,대한민국,"1,000,000원"
432,데키스트,S / W 1,RN400-H2PS,클라우드형 웹소프트웨어,타파쿨로365,클라우드기반,1,데키스트,대한민국,0원
433,데키스트,센 서 류 1,UA54,UA54,UA54,NH3-100 or H2S 50,1,(주)데키스트,대한민국,"1,000,000원"
434,데키스트,S / W 1,UA54,타파쿨로 모바일,Tapaculo Mobile,모바일 App,1,(주)데키스트,대한민국,0원
435,데키스트,센 서 류 1,RN400-T2PM,WiFi미세먼지측정기,RN400-T2PM,"미세먼지, tVOC",1,데키스트,대한민국,"3,000,000원"
436,데키스트,S / W 1,RN400-T2PM,클라우드형 웹소프트웨어,타파쿨로365,클라우드기반,1,데키스트,대한민국,0원
437,(주)파머스올농업회사법인,센 서 류 1,HA-1500,온습도센서,DH22,,1,ASAR,중국,"100,000원"
438,(주)파머스올농업회사법인,센 서 류 2,HA-1500,수량센서,VTY10,,1,SIKa,독일,"200,000원"
439,(주)파머스올농업회사법인,구 동 기 1,HA-1500,하나로투약기,FA-1801,,1,(주)파머스올,한국,"2,500,000원"
440,(주)파머스올농업회사법인,통 신 장 치 1,HA-1500,통신모듈,ESP-8266,,1,,중국,"200,000원"
441,(주)파머스올농업회사법인,S / W 1,HA-1500,운용프로그램,FA-100,,1,(주)파머스올,한국,"1,000,000원"
442,(주)파머스올농업회사법인,센 서 류 1,HA-500,온습도센서,DH22,,1,ASAR,중국,"100,000원"
443,(주)파머스올농업회사법인,센 서 류 2,HA-500,수량센서,VTY10,,1,SIKa,독일,"200,000원"
444,(주)파머스올농업회사법인,구 동 기 1,HA-500,하나로컨디션,FA-1901,,1,(주)파머스올,한국,"2,000,000원"
445,(주)파머스올농업회사법인,통 신 장 치 1,HA-500,통신모듈,ESP-8266,,1,,중국,"200,000원"
446,(주)파머스올농업회사법인,S / W 1,HA-500,운용프로그램,FA-110,,1,(주)파머스올,한국,"500,000원"
447,(주)경농,센 서 류 1,COMPASS4S,외부기상대,WSC11,일사/온도/습도/풍향/풍속,1,프리바,네덜란드,"3,500,000원"
448,(주)경농,센 서 류 2,COMPASS4S,내부온습도상자,건습구 방식,3K/NTC,1,프리바,네덜란드,"1,200,000원"
449,(주)경농,구 동 기 1,COMPASS4S,COMPASS,4S,"UI:16, DO:16",1,프리바,네덜란드,"9,000,000원"
450,(주)경농,S / W 1,COMPASS4S,온실환경제어,Advance,,1,프리바,네덜란드,"1,600,000원"
451,(주)그랜드,구 동 기 1,GsmartFarm복합환경제어기,복합환경제어기,G-CEC-P16,32bit,1,그랜드,대한민국,"20,000,000원"
452,(주)그랜드,S / W 1,GsmartFarm복합환경제어기,스마트팜모니터링,GMonitor,web,1,그랜드,대한민국,"6,000,000원"
453,삼일엔지니어링,센 서 류 1,SIWP-1000,풍향/풍속센서,TSS8942,6방위 resistor type cup-type2.4 km/h,1,ARGENT,미국,"200,000원"
454,삼일엔지니어링,센 서 류 2,SIWP-1000,강우센서,WRS-095,bucket type 0.2794mm/PULS,1,㈜우성하이텍,국산,"180,000원"
455,삼일엔지니어링,센 서 류 3,SIWP-1000,일사센서,ML-01C,0.20mV/Wm-2,1,EKO,일본,"450,000원"
456,삼일엔지니어링,센 서 류 4,SIWP-1000,"온도,습도",SNJ-3000,"온/습도센서모듈 SPI통신 -40~120℃, 0~100%",1,(주)인지시스템,국산,"300,000원"
457,삼일엔지니어링,센 서 류 5,SIWP-1000,온도조절기,FOX-2001CC,"> 냉각 또는 히타 제어용 > 섭씨, 화씨 표시 선택기능 > RS 485 통신",1,코노텍,국산,"40,000원"
458,삼일엔지니어링,센 서 류 6,SIWP-1000,온도조절기,FOX-2000TT,"> 온도와 타임에 의한 제어 비닐하우스(유리온실) 개폐문 조절기로 사용 > 열림온도, 닫힘온도 설정가능 > 열림 시간, 닫힘 시간 설정가능 > 상/하한 온도 설정 범위 제한 기능",1,코노텍,국산,"45,000원"
459,삼일엔지니어링,센 서 류 7,SIWP-1000,"내부온습도,CO2",HV-VT260,"측정 방식 NDIR 방식   측정 범위 0~3000ppm,0~5000ppm,0~10000ppm   정밀도 Full Scale 의 ±2%, 측정값의±3% @ 0 ~ 50℃  신호 업데이트 간격 Every 2.0 Seconds   Warm-up Time @25℃ < 90Sec   작동 온도 -10 ~ 50℃   작동 습도 0 ~ 99.5%RH",1,소하테크,국산,"650,000원"
460,삼일엔지니어링,구 동 기 1,SIWP-1000,구동기,SIMC-1000,"사용전원:3상4선식 380V.SIZE:W900*H1800*D500.  제어 :개폐기, 유동휀, 보광등, 양액기등",1,삼일엔지니어링,국산,"12,000,000원"
461,삼일엔지니어링,통 신 장 치 1,SIWP-1000,센서노드,SST-S-SL,RS485통신,1,삼일엔지니어링,국산,"550,000원"
462,삼일엔지니어링,S / W 1,SIWP-1000,복합환경제어기,SIWP-1000,RS485통신,1,삼일엔지니어링,국산,"17,600,000원"
463,주식회사 현진테크,센 서 류 1,SFV-VHJ100,내부온/습도센서,CM2105-WP,온도 ？40~80 °C,1,씨링크테크,중국,"78,000원"
464,주식회사 현진테크,구 동 기 1,SFV-VHJ100,통합 구동 제어기,RASPBERRY-PI3 Model B+,1.4GHz 64-bit quad-core ARM Cortex-A53 CPU,1,라즈베리파이,영국,"1,000,000원"
465,주식회사 현진테크,구 동 기 2,SFV-VHJ100,장치제어기,Songle-SRD(T73),"3V 8채널, 출력: 250V/10A(AC),30V/10A(DC)",2,ShenzenAV,중국,"200,000원"
466,주식회사 현진테크,구 동 기 3,SFV-VHJ100,인터페이스 단자대,XTB-40H,"24V DC, 1A",1,삼원액트,한국,"20,000원"
467,주식회사 현진테크,구 동 기 4,SFV-VHJ100,확장케이블,C40HH-10PH,"1A, 30V",1,삼원액트,한국,"30,000원"
468,주식회사 현진테크,구 동 기 5,SFV-VHJ100,트랜스,40VA,"24V, 40VA",1,남양전기,한국,"30,000원"
469,주식회사 현진테크,구 동 기 6,SFV-VHJ100,기타부속,,"전선,콘센트,휴즈 등",1,,,"100,000원"
470,주식회사 현진테크,통 신 장 치 1,SFV-VHJ100,공유기,ipTIME N704BCM,"300Mbps, 11n 4LAN",1,ipTIME,중국,"50,000원"
471,주식회사 현진테크,S / W 1,SFV-VHJ100,팜뷰 App,SFV_APP100,스마트팜 원격제어,1,(주)현진테크,(주)현진테크,"2,000,000원"
472,주식회사 소하테크,센 서 류 1,SH-MVP510,"CO₂,온도,습도  센서",SH-VT260,DC24V 1.5A,1,소하테크,한국,"532,400원"
473,주식회사 소하테크,구 동 기 1,SH-MVP510,터치 컨트롤러,SH-VT510,DC24V 1.5A,1,소하테크,한국,"485,100원"
474,주식회사 소하테크,구 동 기 2,SH-MVP510,출력 컨트롤러,SH-VT515,DC24V 1.5A,1,소하테크,한국,"323,400원"
475,주식회사 소하테크,통 신 장 치 1,SH-MVP510,모뎀 장치,SH-TCPto485,DC5V 1.2A,1,소하테크,한국,"297,000원"
476,주식회사 소하테크,S / W 1,SH-MVP510,작물관리시스템,Uni-Farm,연납/대수별상이,1,소하테크,한국,"120,000원"
477,주식회사 하나로수경,센 서 류 1,외부감지기-OH01,풍향센서,FST200-2001,측정범위 : 0 ~ 360°,1,FirstRate,중국,"300,000원"
478,주식회사 하나로수경,센 서 류 2,외부감지기-OH01,풍속센서,FST200-1001,측정범위 : 0.5 ~ 50m/s,1,FirstRate,중국,"300,000원"
479,주식회사 하나로수경,센 서 류 3,외부감지기-OH01,감우센서,FST100-2007,강우 ON/OFF,1,FirstRate,중국,"500,000원"
480,주식회사 하나로수경,센 서 류 4,외부감지기-OH01,"온도, 습도, 일사량센서(브라켓포함)",FST100-2201,"측정범위 : -40 ~ 80℃,  RH 0 ~ 100%, 0 ~ 65535Lux",1,FirstRate,중국,"800,000원"
481,주식회사 하나로수경,센 서 류 1,내부감지기-IH01,온습도센서,FST100-2006,"측정범위 : -40 ~ 80℃, RH 0 ~ 100%",1,"Hunan Firstrate sensor Co., Ltd",중국,"300,000원"
482,주식회사 하나로수경,센 서 류 2,내부감지기-IH01,CO2센서,FST100-2004,측정범위 : 0 ~ 5000ppm,1,"Hunan Firstrate sensor Co., Ltd",중국,"350,000원"
483,주식회사 하나로수경,센 서 류 3,내부감지기-IH01,"온습도, CO2센서",FST100-2201,"측정범위 : -40 ~ 80℃, RH 0 ~ 100%, 0 ~ 5000ppm",1,"Hunan Firstrate sensor Co., Ltd",중국,"650,000원"
484,주식회사 하나로수경,센 서 류 4,내부감지기-IH01,CO2,FST100-2006,"측정범위 : -40 ~ 80℃, RH 0 ~ 100%",1,"Hunan Firstrate sensor Co., Ltd",중국,"350,000원"
485,스마트코리아 딤넷,센 서 류 1,스마트컨트롤러,온/습도센서,THD-DD1-T,온도:-19.9~60 / 습도:0.0~99.9,1,오토닉스,한국,"300,000원"
486,스마트코리아 딤넷,구 동 기 1,스마트컨트롤러,통합제어기,스마트컨트롤러,,1,스마트코리아딤넷,한국,"8,500,000원"
487,스마트코리아 딤넷,구 동 기 2,스마트컨트롤러,CCTV,HAC-HFW1100R,30fps@720p,4,다후아,중국,"1,000,000원"
488,스마트코리아 딤넷,구 동 기 3,스마트컨트롤러,녹화장비,XVR5104HS-X,4CH,1,다후아,중국,"1,000,000원"
489,스마트코리아 딤넷,구 동 기 4,스마트컨트롤러,제어장치(PLC),XBM-DN32HP,,1,LS산전,한국,원
490,스마트코리아 딤넷,구 동 기 5,스마트컨트롤러,제어장치(터치스크린),TOPRW0700WD,,1,엠투아이,한국,원
491,스마트코리아 딤넷,통 신 장 치 1,스마트컨트롤러,센서노드,sLory,LoRa통신:917~923MHz,1,시스템베이스,한국,"600,000원"
492,신한에이텍(주),센 서 류 1,GK-3000,CO2센서,SH-VT250,-,1,소하테크,대한민국,원
